arabic_sentence,franco_arabic
"شقة للبيع فى اس كيو 1 بمساحة 75 متر ب 3 أوض و 4 حمامات, بسعر 9039592 في القاهرة الجديدة",shqh llby3 fy as kyw 1 bmsa7h 75 mtr b 3 2w9d w 4 7mamat bs3r 9039592 fy alqahrh algdydh
"تاون هاوس للبيع فى تالدا بمساحة 275 متر ب أوضتين و 3 حمامات, بسعر 18767093 في ماديناتي",tawn haws llby3 fy talda bmsa7h 275 mtr b 2w9dtyn w 3 7mamat bs3r 18767093 fy madynaty
"شقة للبيع فى تالدا بمساحة 137 متر ب أوضتين و حمامين, بسعر 8014658 في ماديناتي",shqh llby3 fy talda bmsa7h 137 mtr b 2w9dtyn w 7mamyn bs3r 8014658 fy madynaty
"شقة للبيع فى تالدا بمساحة 123 متر ب 3 أوض و 4 حمامات, بسعر 6451489 في ماديناتي",shqh llby3 fy talda bmsa7h 123 mtr b 3 2w9d w 4 7mamat bs3r 6451489 fy madynaty
"توين هاوس للبيع فى بارك فالى دايموند بمساحة 213 متر ب 3 أوض و حمامين, بسعر 6000000 في 6 أكتوبر",twyn haws llby3 fy bark faly daymwnd bmsa7h 213 mtr b 3 2w9d w 7mamyn bs3r 6000000 fy 6 2ktwbr
"شاليه للبيع فى سمر بمساحة 134 متر ب 3 أوض و 3 حمامات, بسعر 17773000 في راس حكمة",shalyh llby3 fy smr bmsa7h 134 mtr b 3 2w9d w 3 7mamat bs3r 17773000 fy ras 7kmh
"شقة للبيع فى تراس بمساحة 260 متر ب 3 أوض و 3 حمامات, بسعر 17966499 في مدينة المستقبل",shqh llby3 fy tras bmsa7h 260 mtr b 3 2w9d w 3 7mamat bs3r 17966499 fy mdynh almstqbl
"شقة للبيع فى تراس بمساحة 186 متر ب أوضة و حمام, بسعر 11705715 في مدينة المستقبل",shqh llby3 fy tras bmsa7h 186 mtr b 2w9dh w 7mam bs3r 11705715 fy mdynh almstqbl
"استوديو للبيع فى كيان بمساحة 60 متر ب أوضة و حمام, بسعر 3376105 في 6 أكتوبر",astwdyw llby3 fy kyan bmsa7h 60 mtr b 2w9dh w 7mam bs3r 3376105 fy 6 2ktwbr
"استوديو للبيع فى كيان بمساحة 70 متر ب 4 أوض و 5 حمامات, بسعر 4106256 في 6 أكتوبر",astwdyw llby3 fy kyan bmsa7h 70 mtr b 4 2w9d w 5 7mamat bs3r 4106256 fy 6 2ktwbr
"دوبلكس للبيع فى ممشى افينو بمساحة 390 متر ب 4 أوض و 6 حمامات, بسعر 21018000 في ماديناتي",dwblks llby3 fy mmshy afynw bmsa7h 390 mtr b 4 2w9d w 6 7mamat bs3r 21018000 fy madynaty
"دوبلكس للبيع فى ممشى افينو بمساحة 392 متر ب 3 أوض و 3 حمامات, بسعر 19769000 في ماديناتي",dwblks llby3 fy mmshy afynw bmsa7h 392 mtr b 3 2w9d w 3 7mamat bs3r 19769000 fy madynaty
"شقة للبيع فى ممشى افينو بمساحة 162 متر ب 3 أوض و 3 حمامات, بسعر 9482000 في ماديناتي",shqh llby3 fy mmshy afynw bmsa7h 162 mtr b 3 2w9d w 3 7mamat bs3r 9482000 fy madynaty
"شقة للبيع فى ممشى افينو بمساحة 171 متر ب أوضة و حمام, بسعر 9935000 في ماديناتي",shqh llby3 fy mmshy afynw bmsa7h 171 mtr b 2w9dh w 7mam bs3r 9935000 fy madynaty
"شاليه للبيع فى باى سايد بمساحة 90 متر ب أوضة و حمام, بسعر 7900000 في العين السخنة",shalyh llby3 fy bay sayd bmsa7h 90 mtr b 2w9dh w 7mam bs3r 7900000 fy al3yn als5nh
"استوديو للبيع فى وايت ساند بمساحة 57 متر ب 3 أوض و 3 حمامات, بسعر 2632920 في برج العرب",astwdyw llby3 fy wayt sand bmsa7h 57 mtr b 3 2w9d w 3 7mamat bs3r 2632920 fy brg al3rb
"شقة للبيع في أروما سي سايد 185 متر ب 5 أوض و 8 حمامات, بسعر 15550000 في العين السخنة",shqh llby3 fy 2rwma sy sayd 185 mtr b 5 2w9d w 8 7mamat bs3r 15550000 fy al3yn als5nh
"فيلا مستقلة للبيع في ذا ووتر واي الساحل الشمالي 490 متر ب 4 أوض و 4 حمامات, بسعر 79203000 في الضبعة",fyla mstqlh llby3 fy dha wwtr way alsa7l alshmaly 490 mtr b 4 2w9d w 4 7mamat bs3r 79203000 fy al9db3h
"فيلا مستقلة للبيع فى  ذا وتر واي الساحل الشمالي 485 متر ب أوضة و حمام, بسعر 250000000 في الضبعة",fyla mstqlh llby3 fy  dha wtr way alsa7l alshmaly 485 mtr b 2w9dh w 7mam bs3r 250000000 fy al9db3h
"مكتب إداري للبيع في كامبس + (1890 متر) ب 3 أوض و 3 حمامات, بسعر 432878000 في القاهرة الجديدة",mktb 2dary llby3 fy kambs + (1890 mtr) b 3 2w9d w 3 7mamat bs3r 432878000 fy alqahrh algdydh
"مكتب إداري للبيع في كامبس + (72 متر) ب 3 أوض و 3 حمامات, بسعر 17278000 في القاهرة الجديدة",mktb 2dary llby3 fy kambs + (72 mtr) b 3 2w9d w 3 7mamat bs3r 17278000 fy alqahrh algdydh
"توين هاوس للبيع فى بانجلوز بمساحة 250 متر ب أوضة و حمام, بسعر 15911000 في برج العرب",twyn haws llby3 fy banglwz bmsa7h 250 mtr b 2w9dh w 7mam bs3r 15911000 fy brg al3rb
"شالية للبيع فى بانجلوز بمساحة 130 متر ب أوضتين و حمامين, بسعر 8380000 في برج العرب",shalyh llby3 fy banglwz bmsa7h 130 mtr b 2w9dtyn w 7mamyn bs3r 8380000 fy brg al3rb
"شالية للبيع فى بانجلوز بمساحة 120 متر ب 3 أوض و حمامين, بسعر 6389000 في برج العرب",shalyh llby3 fy banglwz bmsa7h 120 mtr b 3 2w9d w 7mamyn bs3r 6389000 fy brg al3rb
"لوفت للبيع فى جون برأس الحكمة الساحل الشمالى 102 متر ب 3 أوض و 3 حمامات, بسعر 15991000 في الضبعة",lwft llby3 fy gwn br2s al7kmh alsa7l alshmaly 102 mtr b 3 2w9d w 3 7mamat bs3r 15991000 fy al9db3h
"لوفت للبيع فى جون بمساخة 175 متر ب أوضتين و 3 حمامات, بسعر 26310000 في الضبعة",lwft llby3 fy gwn bmsa5h 175 mtr b 2w9dtyn w 3 7mamat bs3r 26310000 fy al9db3h
"شقة للبيع في سكاي كوندوز بمساحة 190 متر ب 3 أوض و 3 حمامات, بسعر 30867000 في القاهرة الجديدة",shqh llby3 fy skay kwndwz bmsa7h 190 mtr b 3 2w9d w 3 7mamat bs3r 30867000 fy alqahrh algdydh
"شقة للبيع في سكاي كوندوز بمساحة 159 متر ب 3 أوض و 3 حمامات, بسعر 26270400 في القاهرة الجديدة",shqh llby3 fy skay kwndwz bmsa7h 159 mtr b 3 2w9d w 3 7mamat bs3r 26270400 fy alqahrh algdydh
"شاليه للبيع في سيا لاجون 159 متر ب 3 أوض و 3 حمامات, بسعر 10363000 في العلمين",shalyh llby3 fy sya lagwn 159 mtr b 3 2w9d w 3 7mamat bs3r 10363000 fy al3lmyn
"تاون هاوس للبيع في نيوم اكتوبر 158 متر ب 3 أوض و 4 حمامات, بسعر 11100000 في 6 أكتوبر",tawn haws llby3 fy nywm aktwbr 158 mtr b 3 2w9d w 4 7mamat bs3r 11100000 fy 6 2ktwbr
"توين هاوس للبيع في إن إم كيو 212 متر ب 3 أوض و 3 حمامات, بسعر 21826368 في مدينة المستقبل",twyn haws llby3 fy 2n 2m kyw 212 mtr b 3 2w9d w 3 7mamat bs3r 21826368 fy mdynh almstqbl
"محل تجارى للبيع فى ستيلا واك 261 متر ب 3 أوض و 3 حمامات, بسعر 16965000 في سيدي عبد إل-رحمان",m7l tgary llby3 fy styla wak 261 mtr b 3 2w9d w 3 7mamat bs3r 16965000 fy sydy 3bd 2l-r7man
"بنت هاوس للبيع في لا ميرادا المستقبل 174 متر ب 4 أوض و 4 حمامات, بسعر 14690000 في ماديناتي",bnt haws llby3 fy la myrada almstqbl 174 mtr b 4 2w9d w 4 7mamat bs3r 14690000 fy madynaty
"محل تجارى للبيع في ريفولف مول 193 متر ب 3 أوض و 4 حمامات, بسعر 42563128 في القاهرة الجديدة",m7l tgary llby3 fy ryfwlf mwl 193 mtr b 3 2w9d w 4 7mamat bs3r 42563128 fy alqahrh algdydh
"محل تجارى للبيع في ريفولف مول 221 متر ب أوضتين و حمام, بسعر 44307354 في القاهرة الجديدة",m7l tgary llby3 fy ryfwlf mwl 221 mtr b 2w9dtyn w 7mam bs3r 44307354 fy alqahrh algdydh
"توين هاوس للبيع في ذا فاليز 224 متر ب 3 أوض و 4 حمامات, بسعر 37183897 في ماديناتي",twyn haws llby3 fy dha falyz 224 mtr b 3 2w9d w 4 7mamat bs3r 37183897 fy madynaty
"محل تجارى للبيع فى وان ناينتى بمساحة 128 متر ب 3 أوض و 4 حمامات, بسعر 51200000 في القاهرة الجديدة",m7l tgary llby3 fy wan naynty bmsa7h 128 mtr b 3 2w9d w 4 7mamat bs3r 51200000 fy alqahrh algdydh
"محل تجارى للبيع فى وان ناينتى بمساحة 293 متر ب 4 أوض و 4 حمامات, بسعر 154400000 في القاهرة الجديدة",m7l tgary llby3 fy wan naynty bmsa7h 293 mtr b 4 2w9d w 4 7mamat bs3r 154400000 fy alqahrh algdydh
"محل تجارى للبيع فى وان ناينتى بمساحة 293  متر ب 3 أوض و 4 حمامات, بسعر 154400000 في القاهرة الجديدة",m7l tgary llby3 fy wan naynty bmsa7h 293  mtr b 3 2w9d w 4 7mamat bs3r 154400000 fy alqahrh algdydh
"محل تجارى للبيع فى وان ناينتى بمساحة 255 متر ب 3 أوض و 3 حمامات, بسعر 115000000 في القاهرة الجديدة",m7l tgary llby3 fy wan naynty bmsa7h 255 mtr b 3 2w9d w 3 7mamat bs3r 115000000 fy alqahrh algdydh
"توين هاوس للبيع فى بارك فالى بلو بمساحة 226 متر ب أوضة و حمام, بسعر 6500000 في 6 أكتوبر",twyn haws llby3 fy bark faly blw bmsa7h 226 mtr b 2w9dh w 7mam bs3r 6500000 fy 6 2ktwbr
"توين هاوس للبيع فى بارك فالى ديوان بمساحة 215 متر ب أوضة و حمام, بسعر 6000000 في مدينة المستقبل",twyn haws llby3 fy bark faly dywan bmsa7h 215 mtr b 2w9dh w 7mam bs3r 6000000 fy mdynh almstqbl
"عيادة طبية للبيع في تي هب 90 متر ب أوضة و حمام, بسعر 13950000 في القاهرة الجديدة",3yadh 6byh llby3 fy ty hb 90 mtr b 2w9dh w 7mam bs3r 13950000 fy alqahrh algdydh
"عيادة طبية للبيع في تي هب 36 متر ب أوضة و حمام, بسعر 5220000 في القاهرة الجديدة",3yadh 6byh llby3 fy ty hb 36 mtr b 2w9dh w 7mam bs3r 5220000 fy alqahrh algdydh
"عيادة طبية للبيع في دي جويا ستريب مول 3 ب 3 أوض و حمامين, بسعر 3875000 في ماديناتي",3yadh 6byh llby3 fy dy gwya stryb mwl 3 b 3 2w9d w 7mamyn bs3r 3875000 fy madynaty
"محل تجاري l مطعم للبيع في دي جويا ستريب مول 3 ب أوضتين و حمامين, بسعر 7660000 في ماديناتي",m7l tgary l m63m llby3 fy dy gwya stryb mwl 3 b 2w9dtyn w 7mamyn bs3r 7660000 fy madynaty
"شقة للبيع في دي جويا 1 العاصمة الإدارية 135 متر ب 6 أوض و 7 حمامات, بسعر 5700000 في ماديناتي",shqh llby3 fy dy gwya 1 al3a9mh al2daryh 135 mtr b 6 2w9d w 7 7mamat bs3r 5700000 fy madynaty
"محل تجارى للبيع فى بلس بمساحة 85 متر ب أوضة و حمام, بسعر 14680000 في القاهرة الجديدة",m7l tgary llby3 fy bls bmsa7h 85 mtr b 2w9dh w 7mam bs3r 14680000 fy alqahrh algdydh
"محل تجارى للبيع فى بلس بمساحة 398 متر ب أوضة و حمام, بسعر 77209000 في القاهرة الجديدة",m7l tgary llby3 fy bls bmsa7h 398 mtr b 2w9dh w 7mam bs3r 77209000 fy alqahrh algdydh
"مكتب ادارى للبيع فى بلس بمساحة 103 متر ب 3 أوض و حمامين, بسعر 8110000 في القاهرة الجديدة",mktb adary llby3 fy bls bmsa7h 103 mtr b 3 2w9d w 7mamyn bs3r 8110000 fy alqahrh algdydh
"مكتب ادارى للبيع فى بلس بمساحة 35 متر ب أوضتين و حمام, بسعر 3198000 في القاهرة الجديدة",mktb adary llby3 fy bls bmsa7h 35 mtr b 2w9dtyn w 7mam bs3r 3198000 fy alqahrh algdydh
"شاليه للبيع فى بلو بلو سافوى بمساحة 117 متر ب أوضة و حمام, بسعر 10303500 في العين السخنة",shalyh llby3 fy blw blw safwy bmsa7h 117 mtr b 2w9dh w 7mam bs3r 10303500 fy al3yn als5nh
"شاليه للبيع فى بلو بلو سافوى بمساحة 110 متر ب 4 أوض و 4 حمامات, بسعر 7821400 في العين السخنة",shalyh llby3 fy blw blw safwy bmsa7h 110 mtr b 4 2w9d w 4 7mamat bs3r 7821400 fy al3yn als5nh
"محل تجارى للبيع فى بيراميدز سيتى بمساحة 32 متر ب 3 أوض و 6 حمامات, بسعر 10880000 في ماديناتي",m7l tgary llby3 fy byramydz syty bmsa7h 32 mtr b 3 2w9d w 6 7mamat bs3r 10880000 fy madynaty
"توين هاوس للبيع في أمالفي سي فيو 201 متر ب 3 أوض و 4 حمامات, بسعر 44575000 في راس حكمة",twyn haws llby3 fy 2malfy sy fyw 201 mtr b 3 2w9d w 4 7mamat bs3r 44575000 fy ras 7kmh
"توين هاوس للبيع في بالم هيلز القاهرة الجديدة 268 متر ب 3 أوض و 3 حمامات, بسعر 35687000 في ماديناتي",twyn haws llby3 fy balm hylz alqahrh algdydh 268 mtr b 3 2w9d w 3 7mamat bs3r 35687000 fy madynaty
"التاون هاوس للبيع في بالم هيلز القاهرة الجديدة 190 متر ب 3 أوض و 3 حمامات, بسعر 26899000 في ماديناتي",altawn haws llby3 fy balm hylz alqahrh algdydh 190 mtr b 3 2w9d w 3 7mamat bs3r 26899000 fy madynaty
"بنت هاوس للبيع فى سنشري سيتي بمساحة 183 متر ب 4 أوض و 5 حمامات, بسعر 9450000 في القاهرة الجديدة",bnt haws llby3 fy snshry syty bmsa7h 183 mtr b 4 2w9d w 5 7mamat bs3r 9450000 fy alqahrh algdydh
"تاون هاوس للبيع في هيلز اوف وان 200 متر ب 3 أوض و 4 حمامات, بسعر 25020056 في مدينة المستقبل",tawn haws llby3 fy hylz awf wan 200 mtr b 3 2w9d w 4 7mamat bs3r 25020056 fy mdynh almstqbl
"فيلا مستقلة للبيع في هيلز اوف وان 576 متر ب 3 أوض و 4 حمامات, بسعر 61176520 في مدينة المستقبل",fyla mstqlh llby3 fy hylz awf wan 576 mtr b 3 2w9d w 4 7mamat bs3r 61176520 fy mdynh almstqbl
"دوبلكس للبيع فى ازاد فيوز بمساحة 195 متر ب أوضتين و 3 حمامات, بسعر 21379581 في القاهرة الجديدة",dwblks llby3 fy azad fywz bmsa7h 195 mtr b 2w9dtyn w 3 7mamat bs3r 21379581 fy alqahrh algdydh
"دوبلكس للبيع فى ازاد فيوز بمساحة 195 متر ب 3 أوض و حمامين, بسعر 22075811 في القاهرة الجديدة",dwblks llby3 fy azad fywz bmsa7h 195 mtr b 3 2w9d w 7mamyn bs3r 22075811 fy alqahrh algdydh
"شقة للبيع فى ازاد واك بمساحة 133 متر ب 3 أوض و 5 حمامات, بسعر 15129230 في القاهرة الجديدة",shqh llby3 fy azad wak bmsa7h 133 mtr b 3 2w9d w 5 7mamat bs3r 15129230 fy alqahrh algdydh
"شقة للبيع فى ازاد واك بمساحة 145 متر ب 3 أوض و 5 حمامات, بسعر 17211734 في القاهرة الجديدة",shqh llby3 fy azad wak bmsa7h 145 mtr b 3 2w9d w 5 7mamat bs3r 17211734 fy alqahrh algdydh
"تاون هاوس للبيع فى ستيت بمساحة 290 متر ب 4 أوض و 4 حمامات, بسعر 26000000 في القاهرة الجديدة",tawn haws llby3 fy styt bmsa7h 290 mtr b 4 2w9d w 4 7mamat bs3r 26000000 fy alqahrh algdydh
"تاون هاوس للبيع فى ستيت بمساحة 290 متر ب 3 أوض و 3 حمامات, بسعر 26488000 في القاهرة الجديدة",tawn haws llby3 fy styt bmsa7h 290 mtr b 3 2w9d w 3 7mamat bs3r 26488000 fy alqahrh algdydh
"فيلا مستقلة للبيع فى اكتوبر بارك بمساحة 361 متر ب 3 أوض و 3 حمامات, بسعر 45029608 في كرداسة",fyla mstqlh llby3 fy aktwbr bark bmsa7h 361 mtr b 3 2w9d w 3 7mamat bs3r 45029608 fy krdash
"شقة للبيع في جادا 174 متر ب أوضتين و حمام, بسعر 7442000 في كرداسة",shqh llby3 fy gada 174 mtr b 2w9dtyn w 7mam bs3r 7442000 fy krdash
"شقة للبيع في جادا 171 متر ب أوضة و حمام, بسعر 4909000 في كرداسة",shqh llby3 fy gada 171 mtr b 2w9dh w 7mam bs3r 4909000 fy krdash
"مكتب إداري للبيع في سيتي سنترال 128 متر ب أوضتين و حمام, بسعر 8989000 في 6 أكتوبر",mktb 2dary llby3 fy syty sntral 128 mtr b 2w9dtyn w 7mam bs3r 8989000 fy 6 2ktwbr
"مكتب إداري للبيع في سيتي سنترال 32 متر ب أوضة و حمام, بسعر 2374000 في 6 أكتوبر",mktb 2dary llby3 fy syty sntral 32 mtr b 2w9dh w 7mam bs3r 2374000 fy 6 2ktwbr
"عيادة طبية للبيع في سيتي سنترال 128 متر ب أوضة و حمام, بسعر 9315000 في 6 أكتوبر",3yadh 6byh llby3 fy syty sntral 128 mtr b 2w9dh w 7mam bs3r 9315000 fy 6 2ktwbr
"عيادة طبية للبيع في سيتي سنترال 32 متر ب 3 أوض و 4 حمامات, بسعر 2441000 في 6 أكتوبر",3yadh 6byh llby3 fy syty sntral 32 mtr b 3 2w9d w 4 7mamat bs3r 2441000 fy 6 2ktwbr
"مكتب ادارى للبيع فى ايفورى بلازا بمساحة 46 متر ب 4 أوض و 4 حمامات, بسعر 2867500 في ماديناتي",mktb adary llby3 fy ayfwry blaza bmsa7h 46 mtr b 4 2w9d w 4 7mamat bs3r 2867500 fy madynaty
"دوبلكس للبيع في بارسلي 243 متر ب 4 أوض و 4 حمامات, بسعر 43148000 في القاهرة الجديدة",dwblks llby3 fy barsly 243 mtr b 4 2w9d w 4 7mamat bs3r 43148000 fy alqahrh algdydh
"توين هاوس للبيع في سوان ليك الساحل الشمالي 230 متر ب 4 أوض و 4 حمامات, بسعر 31061710 في راس حكمة",twyn haws llby3 fy swan lyk alsa7l alshmaly 230 mtr b 4 2w9d w 4 7mamat bs3r 31061710 fy ras 7kmh
"توين هاوس للبيع في سوان ليك الساحل الشمالي 230 متر ب 4 أوض و 4 حمامات, بسعر 46817790 في راس حكمة",twyn haws llby3 fy swan lyk alsa7l alshmaly 230 mtr b 4 2w9d w 4 7mamat bs3r 46817790 fy ras 7kmh
"شاليه للبيع في سوان ليك الساحل الشمالي 210 متر ب 5 أوض و 4 حمامات, بسعر 33971450 في راس حكمة",shalyh llby3 fy swan lyk alsa7l alshmaly 210 mtr b 5 2w9d w 4 7mamat bs3r 33971450 fy ras 7kmh
"فيلا مستقلة للبيع في سوان ليك الساحل الشمالي 255 متر ب 5 أوض و 8 حمامات, بسعر 57057380 في راس حكمة",fyla mstqlh llby3 fy swan lyk alsa7l alshmaly 255 mtr b 5 2w9d w 8 7mamat bs3r 57057380 fy ras 7kmh
"فيلا مستقلة للبيع في سوان ليك الساحل الشمالي 255 متر ب 3 أوض و 4 حمامات, بسعر 51610820 في راس حكمة",fyla mstqlh llby3 fy swan lyk alsa7l alshmaly 255 mtr b 3 2w9d w 4 7mamat bs3r 51610820 fy ras 7kmh
